"room_id","topic","statement_id","statement_text","timestamp"
"0wffgknd5gnrmogkytvu","What are your favorite make-ahead frozen food items","5jgfz4b2jqmogkytwo","Pre-portioned smoothies are a game changer","1777257062376"
"0wffgknd5gnrmogkytvu","What are your favorite make-ahead frozen food items","e0eus7trkqmogkytwo","Always have frozen cookie dough ready","1777257062376"
"0wffgknd5gnrmogkytvu","What are your favorite make-ahead frozen food items","d50z2fjg54omogkytwp","Freezing leftovers saves so much time","1777257062377"
"5f8fxz0j1mjmog8cvfp","What do you make of jealousy in relationships","ui417wozonjmog8cvgt","It reveals insecurity, not love or care","1777235882573"
"5f8fxz0j1mjmog8cvfp","What do you make of jealousy in relationships","kcyoitekpf9mog8cvgu","It's a natural emotion, can be managed","1777235882574"
"5f8fxz0j1mjmog8cvfp","What do you make of jealousy in relationships","qezslvagi9mog8cvgu","Jealousy shows passion and how much one cares","1777235882574"
"jynv907mnxpmog2zz0n","What makes a fishing spot feel special to you","3hpmekzs7m6mog2zz1y","Love the challenge of a heavily fished spot","1777226882614"
"jynv907mnxpmog2zz0n","What makes a fishing spot feel special to you","p5mcw8cr51rmog2zz1y","Hidden gems are best, keeps them pristine","1777226882614"
"jynv907mnxpmog2zz0n","What makes a fishing spot feel special to you","u03uj7k3uxkmog2zz1z","Accessibility and peaceful surroundings are key","1777226882615"
"8o25ru63xb9mog018bg","What do you do about nuisance wildlife?","qhhqby6cb9hmog018cd","Call professionals, they handle it humanely","1777221902461"
"8o25ru63xb9mog018bg","What do you do about nuisance wildlife?","rahn4qcytrmog018cd","Leave them alone, they'll move on naturally","1777221902461"
"8o25ru63xb9mog018bg","What do you do about nuisance wildlife?","gvbchdwfsbmog018ce","Nature finds a way without interference","1777221902462"
"xfb22bhwwimofzj97v","What do you think about preserving old public transit systems","uv3z7zw4dkmofzj992","New tech offers better, faster, more efficient solutions","1777221063830"
"xfb22bhwwimofzj97v","What do you think about preserving old public transit systems","jf3psppzdkmofzj993","Modernization is key for growth and accessibility","1777221063831"
"xfb22bhwwimofzj97v","What do you think about preserving old public transit systems","maxeq0xroqmofzj993","History and charm are important for community identity","1777221063831"
"uwqvo2pngmimofw51ub","What surprising animal behaviors have you learned about","jd5gqxpcbv9mofw51vd","Animals can be just as brutal as humans","1777215362233"
"uwqvo2pngmimofw51ub","What surprising animal behaviors have you learned about","rbztr6scvlmofw51vd","It's shocking how complex animal societies are","1777215362233"
"uwqvo2pngmimofw51ub","What surprising animal behaviors have you learned about","7y8txkrsebkmofw51ve","Always wonder what drives their conflicts","1777215362234"
"8u1f5r2amt4moff2bsi","What makes a meal feel convenient and satisfying","vzjty5y2m2moff2bud","sometimes you just need to grab and go","1777186681717"
"8u1f5r2amt4moff2bsi","What makes a meal feel convenient and satisfying","a47c6yb31cwmoff2bue","flexibility is key for my chaotic life","1777186681718"
"8u1f5r2amt4moff2bsi","What makes a meal feel convenient and satisfying","sidmso7g3agmoff2bue","i like a little ceremony with my food","1777186681718"
"ldzbkbodjomofegkoc","How do you find ways to make money","djj54e48oekmofegkpl","Work hard for everything I get","1777185666777"
"ldzbkbodjomofegkoc","How do you find ways to make money","yaa76687y2omofegkpl","Always look for opportunities, stay ready","1777185666777"
"ldzbkbodjomofegkoc","How do you find ways to make money","yhgf1zgnexbmofegkpl","Online stuff easy money, no real effort","1777185666777"
"c1bq22rvy4pmof5x41i","How do you view sex work and its regulation","dipp689su8imof5x43b","Full decriminalization protects workers better","1777171321847"
"c1bq22rvy4pmof5x41i","How do you view sex work and its regulation","0z85ru4iq22mof5x43c","Regulation is crucial for safety and dignity","1777171321848"
"c1bq22rvy4pmof5x41i","How do you view sex work and its regulation","ucc8zbc2xtmof5x43c","It creates unsafe environments and exploitation","1777171321848"
"sv6swsdwx3amoevt6cf","What do you think about art with a hidden agenda","srgnz4wascmoevt6e2","Subtle messaging makes it more impactful","1777154342042"
"sv6swsdwx3amoevt6cf","What do you think about art with a hidden agenda","h7n0nuek07qmoevt6e3","It's manipulative, not truly artistic","1777154342043"
"sv6swsdwx3amoevt6cf","What do you think about art with a hidden agenda","tkjfdletkomoevt6e3","Art should simply be enjoyed for what it is","1777154342043"
"jj0s2v5wyxgmoes3g1q","What hygiene habits do you find difficult to maintain consistently","el9x9s49pl9moes3g42","My routine changes with my schedule","1777148102738"
"jj0s2v5wyxgmoes3g1q","What hygiene habits do you find difficult to maintain consistently","1hdsy05r63zmoes3g43","Consistency is key for good hygiene","1777148102739"
"jj0s2v5wyxgmoes3g1q","What hygiene habits do you find difficult to maintain consistently","ea03isaaogmoes3g43","Flossing is a habit I always skip","1777148102739"
"j3f1tioda7cmoemzh8y","Should our city invest more in public transportation?","n5hx8dwi78moemzha0","Investing in bike lanes would be more cost-effective than buses or trains","1777139519544"
"j3f1tioda7cmoemzh8y","Should our city invest more in public transportation?","szr7mrp12pnmoemzha0","The cost of expanding public transit is too high for our city's budget","1777139519544"
"j3f1tioda7cmoemzh8y","Should our city invest more in public transportation?","vi4nayh55ilmoen8ytu","test2","1777139962194"
"vbc0y7rhayimoem4ok7","What's something you've learned from a behind-the-scenes fact","jn7argiqz1moem4olj","It's cool how much effort goes into details","1777138082695"
"vbc0y7rhayimoem4ok7","What's something you've learned from a behind-the-scenes fact","i842e6en5m9moem4olk","Love seeing the creative solutions they come up with","1777138082696"
"vbc0y7rhayimoem4ok7","What's something you've learned from a behind-the-scenes fact","xo9wu7hgz4smoem4olk","Learning the tricks makes everything less magical","1777138082696"
"bb0aw45paomoeldo5i","what makes a gaming peripheral feel innovative or groundbreaking","4oeq0d4cszmoeldo7c","sometimes weird ideas spark future innovation","1777136822472"
"bb0aw45paomoeldo5i","what makes a gaming peripheral feel innovative or groundbreaking","8zbh71hdi9tmoeldo7c","i prefer classic, reliable controllers","1777136822472"
"bb0aw45paomoeldo5i","what makes a gaming peripheral feel innovative or groundbreaking","r6koab8bvxmoeldo7c","gimmicky designs often fail quickly lol","1777136822472"
"xyofrnq393moec4ld4","What factors influence your energy consumption choices for technology","505re9iqk8moec4lem","Convenience often outweighs minor energy savings","1777121282398"
"xyofrnq393moec4ld4","What factors influence your energy consumption choices for technology","94u1gihihtnmoec4lem","Prioritize efficiency, less power needed is always better","1777121282398"
"xyofrnq393moec4ld4","What factors influence your energy consumption choices for technology","dv3im0emfymoec4len","Sustainability matters most, even small differences add up","1777121282399"
"xiczymqoz6kmodr4g0c","What shapes your experience of online content?","r7s4m1vzrzgmodr4g2d","I prefer seeing what everyone talks about","1777086003541"
"xiczymqoz6kmodr4g0c","What shapes your experience of online content?","jtzecytakimmodr4g2e","Curated feeds help me discover new things","1777086003542"
"xiczymqoz6kmodr4g0c","What shapes your experience of online content?","l07sd6m9jormodr4g2e","Too much noise without some filtering","1777086003542"
"loj5fvq9o9cmodoeog7","what's your take on big tech deals with government","0hgkpx2razcmodoeonb","totally fine if it actually helps people","1777081442375"
"loj5fvq9o9cmodoeog7","what's your take on big tech deals with government","zushx0ur5j8modoeonb","cool cool cool probably fine right","1777081442375"
"loj5fvq9o9cmodoeog7","what's your take on big tech deals with government","lxo2op5y839modoeonc","just another way to track everything","1777081442376"
"7o84qvka67fmod8uwla","What are some hidden gem lunch spots in Rosslyn?","43n5i0qo7ynmod8uwmq","Upside on Moore (1700 N Moore)","1777055325362"
"7o84qvka67fmod8uwla","What are some hidden gem lunch spots in Rosslyn?","itukqs6l8hdmod8uwmq","Open Kitchen is delicious and spacious (Arlington Tower)","1777055325362"
"7o84qvka67fmod8uwla","What are some hidden gem lunch spots in Rosslyn?","yn1c8shfudmod8uwmq","Locket (1900 Ft Meyer)","1777055325362"
"pc6dvb3iwbmod51ngg","How often do you clean your bathroom","6n7lca97wl2mod51njt","When it looks dirty, it gets cleaned","1777048921721"
"pc6dvb3iwbmod51ngg","How often do you clean your bathroom","4g4xn00bcnpmod51nju","Only when company is coming over","1777048921722"
"pc6dvb3iwbmod51ngg","How often do you clean your bathroom","n6har0rd2ibmod51nju","Every other week, usually deep clean","1777048921722"
"pc6dvb3iwbmod51ngg","How often do you clean your bathroom","g0vlzmk9d4emod9r4b9","Probably once a month at best","1777056828309"
"wtgywzbelnmod4id6j","What do you appreciate about local wildlife?","7gk31368h8jmod4id8n","Love seeing birds thrive in their natural habitat","1777048021895"
"wtgywzbelnmod4id6j","What do you appreciate about local wildlife?","0946v0c9tv3kmod4id8o","Important to protect these beautiful creatures","1777048021896"
"wtgywzbelnmod4id6j","What do you appreciate about local wildlife?","qlp7wz19g4mod4id8o","Never really notice them, too busy","1777048021896"
"fksripew6vimocyncyw","Scalability test room","hrmyaoizjhpmocyndpg","Noise ordinances should be stricter in residential zones","1777038185569"
"fksripew6vimocyncyw","Scalability test room","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245"
"fksripew6vimocyncyw","Scalability test room","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508"
"fksripew6vimocyncyw","Scalability test room","tj7a37m5clmmocyndph","Solar panels should be required on all new construction","1777038200042"
"fksripew6vimocyncyw","Scalability test room","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005"
"fksripew6vimocyncyw","Scalability test room","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631"
"fksripew6vimocyncyw","Scalability test room","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394"
"fksripew6vimocyncyw","Scalability test room","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129"
"fksripew6vimocyncyw","Scalability test room","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655"
"fksripew6vimocyncyw","Scalability test room","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040"
"fksripew6vimocyncyw","Scalability test room","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228"
"fksripew6vimocyncyw","Scalability test room","0iahd8bgt0nnmocyndph","Electric vehicle charging should be publicly funded","1777038233357"
"fksripew6vimocyncyw","Scalability test room","5fx96vbqd5gmocyndpg","Electric vehicle charging should be publicly funded","1777038233820"
"fksripew6vimocyncyw","Scalability test room","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211"
"fksripew6vimocyncyw","Scalability test room","8u0wdnxmnzvmocyndpg","Solar panels should be required on all new construction","1777038236504"
"fksripew6vimocyncyw","Scalability test room","xm86cdcmyxmocyndph","Rent control protects long-term residents from displacement","1777038237508"
"fksripew6vimocyncyw","Scalability test room","nm6lyi2gmmpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777038259457"
"fksripew6vimocyncyw","Scalability test room","e99t3qy00ukmocyndph","Affordable housing quotas should apply to all new developments","1777038268226"
"fksripew6vimocyncyw","Scalability test room","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030"
"fksripew6vimocyncyw","Scalability test room","j0fin24dngjmocyndph","Pedestrian-first street design reduces traffic accidents","1777038290891"
"fksripew6vimocyncyw","Scalability test room","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563"
"fksripew6vimocyncyw","Scalability test room","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788"
"fksripew6vimocyncyw","Scalability test room","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085"
"fksripew6vimocyncyw","Scalability test room","l35xxnustzmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038307556"
"fksripew6vimocyncyw","Scalability test room","huo3gevmc6mocyndph","Street parking fees should fund public transportation","1777038314293"
"fksripew6vimocyncyw","Scalability test room","acq9fg6v3ppmocyndpg","Rent control protects long-term residents from displacement","1777038314689"
"fksripew6vimocyncyw","Scalability test room","nbob2cecc2mocyndpg","Urban density reduces per-capita carbon footprint","1777038315224"
"fksripew6vimocyncyw","Scalability test room","hviikz11x0imocyndph","Trees on residential streets should be protected by law","1777038316104"
"fksripew6vimocyncyw","Scalability test room","e0y45jaxumocyndpg","Local businesses deserve priority over national chains","1777038323054"
"fksripew6vimocyncyw","Scalability test room","9lohmtyxcdlmocyndpg","Historic preservation limits necessary urban growth","1777038333348"
"fksripew6vimocyncyw","Scalability test room","3mvm2g1k5okmocyndpg","Green spaces improve mental health in urban environments","1777038335412"
"fksripew6vimocyncyw","Scalability test room","bw771p32aw8mocyndpg","Food trucks add vibrancy to urban commercial corridors","1777038340744"
"fksripew6vimocyncyw","Scalability test room","sl9o6abqwhmocyndph","The city should invest more in public transit infrastructure","1777038347125"
"fksripew6vimocyncyw","Scalability test room","7a9ia7ldf1tmocyndph","Farmers markets support local food systems","1777038350316"
"fksripew6vimocyncyw","Scalability test room","5uzonbernmomocyndph","Electric vehicle charging should be publicly funded","1777038356630"
"fksripew6vimocyncyw","Scalability test room","n90c91hc2dfmocyndpg","Public libraries are essential community infrastructure","1777038363245"
"fksripew6vimocyncyw","Scalability test room","mfmngq5udlmocyndpg","Affordable housing quotas should apply to all new developments","1777038365877"
"fksripew6vimocyncyw","Scalability test room","qvcwhneu3bmocyndph","Solar panels should be required on all new construction","1777038366281"
"fksripew6vimocyncyw","Scalability test room","vqzvyj112rmmocyndpg","The city should invest more in public transit infrastructure","1777038367745"
"fksripew6vimocyncyw","Scalability test room","59ksd4ucflhmocyndph","Electric vehicle charging should be publicly funded","1777038368381"
"fksripew6vimocyncyw","Scalability test room","s3ysaoy5ndmmocyndph","Local businesses deserve priority over national chains","1777038377576"
"fksripew6vimocyncyw","Scalability test room","m054t7my0qgmocyndpg","Historic preservation limits necessary urban growth","1777038389152"
"fksripew6vimocyncyw","Scalability test room","g8qhdr2thuomocyndpg","The city should invest more in public transit infrastructure","1777038392107"
"fksripew6vimocyncyw","Scalability test room","smzmwbwpr1lmocyndph","The city should invest more in public transit infrastructure","1777038395571"
"fksripew6vimocyncyw","Scalability test room","32dgvizayhjmocyndph","Trees on residential streets should be protected by law","1777038395620"
"fksripew6vimocyncyw","Scalability test room","dshp5z0dircmocyndpg","Pedestrian-first street design reduces traffic accidents","1777038397099"
"fksripew6vimocyncyw","Scalability test room","6d9qx88fhplmocyndph","Trees on residential streets should be protected by law","1777038404574"
"fksripew6vimocyncyw","Scalability test room","xmnamj7vhkmocyndpg","Rent control protects long-term residents from displacement","1777038408044"
"fksripew6vimocyncyw","Scalability test room","iv047hb3anmocyndph","Mixed-use zoning makes neighborhoods more livable","1777038416010"
"fksripew6vimocyncyw","Scalability test room","hpeokgz9daomocyndph","Mixed-use zoning makes neighborhoods more livable","1777038421747"
"fksripew6vimocyncyw","Scalability test room","qncjedxsx6mmocyndpg","Street parking fees should fund public transportation","1777038425314"
"fksripew6vimocyncyw","Scalability test room","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865"
"fksripew6vimocyncyw","Scalability test room","46wrowdelyxmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038436442"
"fksripew6vimocyncyw","Scalability test room","unn6ylu3f9nmocyndpg","Pedestrian-first street design reduces traffic accidents","1777038437372"
"fksripew6vimocyncyw","Scalability test room","yernfq03zapmocyndpg","Community gardens strengthen neighborhood social bonds","1777038438058"
"fksripew6vimocyncyw","Scalability test room","iau0bk6k3rmocyndph","Farmers markets support local food systems","1777038440970"
"fksripew6vimocyncyw","Scalability test room","ig93212f4kmocyndph","Public libraries are essential community infrastructure","1777038441507"
"fksripew6vimocyncyw","Scalability test room","8zc3id1hzmamocyndph","Historic preservation limits necessary urban growth","1777038448954"
"fksripew6vimocyncyw","Scalability test room","nvcy20igwlmocyndpg","Food trucks add vibrancy to urban commercial corridors","1777038449381"
"fksripew6vimocyncyw","Scalability test room","hy9sizi5fplmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038451744"
"fksripew6vimocyncyw","Scalability test room","xrybtlu92zbmocyndpg","Remote work has permanently changed how we use office space","1777038452124"
"fksripew6vimocyncyw","Scalability test room","om9qcemipafmocyndph","Rent control protects long-term residents from displacement","1777038453358"
"fksripew6vimocyncyw","Scalability test room","c66dc5se4l8mocyndph","Farmers markets support local food systems","1777038453868"
"fksripew6vimocyncyw","Scalability test room","xvqk2gnrdapmocyndpg","Local businesses deserve priority over national chains","1777038455063"
"fksripew6vimocyncyw","Scalability test room","0i1es6z3728nmocyndph","Trees on residential streets should be protected by law","1777038457947"
"fksripew6vimocyncyw","Scalability test room","f1bj6de8uf7mocyndpg","Green spaces improve mental health in urban environments","1777038458376"
"fksripew6vimocyncyw","Scalability test room","3ux9tkjtfsymocyndpg","Urban density reduces per-capita carbon footprint","1777038459271"
"fksripew6vimocyncyw","Scalability test room","ygvo9pbzygjmocyndph","Green spaces improve mental health in urban environments","1777038463602"
"fksripew6vimocyncyw","Scalability test room","yjgg5he3ghmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038463655"
"fksripew6vimocyncyw","Scalability test room","gymovfqq44imocyndph","Noise ordinances should be stricter in residential zones","1777038473384"
"fksripew6vimocyncyw","Scalability test room","fdiffyz3mnfmocyndpg","Food trucks add vibrancy to urban commercial corridors","1777038474751"
"fksripew6vimocyncyw","Scalability test room","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482"
"fksripew6vimocyncyw","Scalability test room","ulnwo0d2qhcmocyndpg","Affordable housing quotas should apply to all new developments","1777038488827"
"fksripew6vimocyncyw","Scalability test room","zys014j5qtmocyndpg","Electric vehicle charging should be publicly funded","1777038489655"
"fksripew6vimocyncyw","Scalability test room","p15zqv4g3agmocyndpg","Remote work has permanently changed how we use office space","1777038492140"
"fksripew6vimocyncyw","Scalability test room","p7eyjlh63xrmocyndph","Street parking fees should fund public transportation","1777038496746"
"fksripew6vimocyncyw","Scalability test room","dtnqzh6ze5mocyndph","Trees on residential streets should be protected by law","1777038498720"
"fksripew6vimocyncyw","Scalability test room","l6pbh1lnqomocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038499439"
"fksripew6vimocyncyw","Scalability test room","5ym8zxkw4twmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038505254"
"fksripew6vimocyncyw","Scalability test room","kttumpugbdemocyndpg","Rent control protects long-term residents from displacement","1777038509349"
"fksripew6vimocyncyw","Scalability test room","ddktxvfo8ztmocyndpg","Street parking fees should fund public transportation","1777038510203"
"fksripew6vimocyncyw","Scalability test room","isio0z3mitimocyndpg","Local businesses deserve priority over national chains","1777038511628"
"fksripew6vimocyncyw","Scalability test room","zmz8wf1zqdmocyndph","The city should invest more in public transit infrastructure","1777038511930"
"fksripew6vimocyncyw","Scalability test room","6e5dd68jx36mocyndph","Food trucks add vibrancy to urban commercial corridors","1777038512752"
"fksripew6vimocyncyw","Scalability test room","91vkogqfu8mocyndph","Pedestrian-first street design reduces traffic accidents","1777038513232"
"fksripew6vimocyncyw","Scalability test room","5g4m7a4g81smocyndpg","Solar panels should be required on all new construction","1777038520963"
"fksripew6vimocyncyw","Scalability test room","6ufogwwvjxemocyndpg","Bike lanes should replace parking on main streets","1777038551977"
"fksripew6vimocyncyw","Scalability test room","8bu4p494g3fmocyndph","Electric vehicle charging should be publicly funded","1777038552364"
"fksripew6vimocyncyw","Scalability test room","2kfkvv5g8hlmocyndpg","Green spaces improve mental health in urban environments","1777038552658"
"fksripew6vimocyncyw","Scalability test room","26k33bfrf7pmocyndph","Historic preservation limits necessary urban growth","1777038552970"
"fksripew6vimocyncyw","Scalability test room","0iu9er353g1mmocyndph","Urban density reduces per-capita carbon footprint","1777038553847"
"fksripew6vimocyncyw","Scalability test room","nebk6u23uvmocyndpg","Noise ordinances should be stricter in residential zones","1777038554029"
"fksripew6vimocyncyw","Scalability test room","mnrzda16338mocyndph","Rent control protects long-term residents from displacement","1777038554328"
"fksripew6vimocyncyw","Scalability test room","as23gngkfkmocyndph","Historic preservation limits necessary urban growth","1777038555660"
"fksripew6vimocyncyw","Scalability test room","smc9bfd94pomocyndpg","Pedestrian-first street design reduces traffic accidents","1777038560307"
"fksripew6vimocyncyw","Scalability test room","4r8s5tkrc5imocyndpg","Food trucks add vibrancy to urban commercial corridors","1777038561084"
"fksripew6vimocyncyw","Scalability test room","1nompq51t4zmocyndph","Green spaces improve mental health in urban environments","1777038563014"
"fksripew6vimocyncyw","Scalability test room","11rkvayvczqbmocyndpg","Public libraries are essential community infrastructure","1777038568877"
"fksripew6vimocyncyw","Scalability test room","bojkr2j4t17mocyndpg","Remote work has permanently changed how we use office space","1777038572361"
"fksripew6vimocyncyw","Scalability test room","puashwm8t7smocyndpg","Mixed-use zoning makes neighborhoods more livable","1777038574606"
"fksripew6vimocyncyw","Scalability test room","uutlq1c7tghmocyndpg","Food trucks add vibrancy to urban commercial corridors","1777038580991"
"fksripew6vimocyncyw","Scalability test room","n8fswd4lpommocyndpg","Public libraries are essential community infrastructure","1777038581668"
"fksripew6vimocyncyw","Scalability test room","ijpjd2vpz1mmocyndph","Pedestrian-first street design reduces traffic accidents","1777038582955"
"fksripew6vimocyncyw","Scalability test room","2mlas1gw6l4mocyndph","Bike lanes should replace parking on main streets","1777038586362"
"fksripew6vimocyncyw","Scalability test room","5jwgudyeua3mocyndpg","Solar panels should be required on all new construction","1777038586770"
"fksripew6vimocyncyw","Scalability test room","660czaphhhbmocyndph","Noise ordinances should be stricter in residential zones","1777038590755"
"fksripew6vimocyncyw","Scalability test room","fs3plwvg67qmocyndph","Solar panels should be required on all new construction","1777038591570"
"fksripew6vimocyncyw","Scalability test room","0tjssi1k6f9rmocyndpg","Community gardens strengthen neighborhood social bonds","1777038596121"
"fksripew6vimocyncyw","Scalability test room","1svkabzy9qmocyndph","Public libraries are essential community infrastructure","1777038597000"
"fksripew6vimocyncyw","Scalability test room","1adk47k1ltiimocyndph","Green spaces improve mental health in urban environments","1777038600658"
"fksripew6vimocyncyw","Scalability test room","r8ohfwgfr4mocyndpg","Urban density reduces per-capita carbon footprint","1777038607293"
"fksripew6vimocyncyw","Scalability test room","w4oiezqk5kimocyndph","Green spaces improve mental health in urban environments","1777038609541"
"fksripew6vimocyncyw","Scalability test room","q688nqpd6kmocyndph","Farmers markets support local food systems","1777038611663"
"fksripew6vimocyncyw","Scalability test room","82dxn0kfyv6mocyndph","Green spaces improve mental health in urban environments","1777038614089"
"fksripew6vimocyncyw","Scalability test room","61hc1jbgmfvmocyndph","Rent control protects long-term residents from displacement","1777038615332"
"fksripew6vimocyncyw","Scalability test room","24vntufn64amocyndph","The city should invest more in public transit infrastructure","1777038620180"
"fksripew6vimocyncyw","Scalability test room","6wgxctdt37mocyndph","Rent control protects long-term residents from displacement","1777038621011"
"fksripew6vimocyncyw","Scalability test room","2wzvrdoll13mocyndpi","Food trucks add vibrancy to urban commercial corridors","1777038621579"
"fksripew6vimocyncyw","Scalability test room","ge8nme91w7mocyndph","Historic preservation limits necessary urban growth","1777038625109"
"fksripew6vimocyncyw","Scalability test room","d7yeoyh4snamocyndph","Noise ordinances should be stricter in residential zones","1777038629839"
"fksripew6vimocyncyw","Scalability test room","qc80znue8n8mocyndpg","Historic preservation limits necessary urban growth","1777038636091"
